DATE,PROVINCE,TESTS_ALL,TESTS_ALL_POS,CASES,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROV,POP
2020-09-05,Antwerpen,3702,125,44,Flanders,14,51,16,11,1,4,5,VAN,1869730
2020-09-05,BrabantWallon,544,22,15,Wallonia,2,4,0,0,0,0,0,WBR,406019
2020-09-05,Brussels,2972,156,97,Brussels,15,76,22,14,3,2,5,BRU,1218255
2020-09-05,Hainaut,1681,66,35,Wallonia,14,9,1,1,0,2,1,WHT,1346840
2020-09-05,Limburg,1448,26,6,Flanders,7,10,1,0,0,1,2,VLI,877370
2020-09-05,Liège,1731,48,26,Wallonia,12,21,6,5,0,1,3,WLG,1109800
2020-09-05,Luxembourg,211,5,6,Wallonia,3,0,0,0,0,0,0,WLX,286752
2020-09-05,Namur,391,9,9,Wallonia,6,7,1,1,0,2,0,WNA,495832
2020-09-05,OostVlaanderen,2666,53,27,Flanders,14,21,3,3,0,1,1,VOV,1200945
2020-09-05,VlaamsBrabant,1673,40,23,Flanders,6,11,3,3,0,0,1,VBR,1155843
2020-09-05,WestVlaanderen,1720,35,27,Flanders,11,5,0,0,0,1,3,VWV,1525255
2020-09-06,Antwerpen,2271,107,35,Flanders,14,53,15,10,1,2,4,VAN,1869730
2020-09-06,BrabantWallon,371,15,8,Wallonia,2,4,0,0,0,0,0,WBR,406019
2020-09-06,Brussels,1105,100,32,Brussels,15,79,23,13,3,5,4,BRU,1218255
2020-09-06,Hainaut,998,36,8,Wallonia,14,11,1,1,0,1,0,WHT,1346840
2020-09-06,Limburg,982,25,17,Flanders,7,9,1,0,0,0,1,VLI,877370
2020-09-06,Liège,696,13,11,Wallonia,12,21,6,5,0,1,1,WLG,1109800
2020-09-06,Luxembourg,143,3,3,Wallonia,3,0,0,0,0,0,0,WLX,286752
2020-09-06,Namur,368,14,5,Wallonia,6,6,1,1,0,1,0,WNA,495832
2020-09-06,OostVlaanderen,1373,39,13,Flanders,14,23,3,3,0,3,0,VOV,1200945
2020-09-06,VlaamsBrabant,1410,34,14,Flanders,6,11,3,3,0,0,0,VBR,1155843
2020-09-06,WestVlaanderen,650,11,5,Flanders,11,6,0,0,0,1,0,VWV,1525255
2020-09-07,Antwerpen,3266,89,182,Flanders,14,55,16,10,1,2,2,VAN,1869730
2020-09-07,BrabantWallon,438,21,31,Wallonia,2,0,0,0,0,0,0,WBR,406019
2020-09-07,Brussels,2762,144,188,Brussels,15,92,22,12,3,17,4,BRU,1218255
2020-09-07,Hainaut,1563,40,61,Wallonia,14,12,1,1,0,1,0,WHT,1346840
2020-09-07,Limburg,1442,23,36,Flanders,7,10,1,0,0,1,0,VLI,877370
2020-09-07,Liège,1716,82,94,Wallonia,12,23,6,6,0,3,1,WLG,1109800
2020-09-07,Luxembourg,671,9,9,Wallonia,3,0,0,0,0,0,0,WLX,286752
2020-09-07,Namur,501,10,16,Wallonia,6,6,1,1,0,0,0,WNA,495832
2020-09-07,OostVlaanderen,3465,50,109,Flanders,14,23,3,2,0,0,0,VOV,1200945
2020-09-07,VlaamsBrabant,1931,32,86,Flanders,6,9,2,2,0,0,1,VBR,1155843
2020-09-07,WestVlaanderen,4191,55,84,Flanders,11,5,0,0,0,0,1,VWV,1525255
2020-09-08,Antwerpen,5925,105,166,Flanders,14,58,18,10,1,4,4,VAN,1869730
2020-09-08,BrabantWallon,1166,37,33,Wallonia,2,3,0,0,0,1,0,WBR,406019
2020-09-08,Brussels,3571,165,214,Brussels,15,96,23,11,3,15,12,BRU,1218255
2020-09-08,Hainaut,2757,71,75,Wallonia,14,17,4,3,0,6,1,WHT,1346840
2020-09-08,Limburg,2284,36,44,Flanders,7,9,0,0,0,0,2,VLI,877370
2020-09-08,Liège,2914,98,88,Wallonia,12,28,8,6,0,4,1,WLG,1109800
2020-09-08,Luxembourg,944,14,14,Wallonia,3,0,0,0,0,0,0,WLX,286752
2020-09-08,Namur,1360,15,12,Wallonia,6,6,1,1,0,0,0,WNA,495832
2020-09-08,OostVlaanderen,5662,88,82,Flanders,14,30,3,2,0,7,3,VOV,1200945
2020-09-08,VlaamsBrabant,3326,52,73,Flanders,6,5,2,2,0,0,3,VBR,1155843
2020-09-08,WestVlaanderen,4107,69,51,Flanders,11,8,0,0,0,3,0,VWV,1525255
2020-09-09,Antwerpen,5962,189,166,Flanders,14,57,18,8,1,3,7,VAN,1869730
2020-09-09,BrabantWallon,1260,26,40,Wallonia,2,2,0,0,0,0,0,WBR,406019
2020-09-09,Brussels,3717,227,235,Brussels,15,88,23,12,2,3,12,BRU,1218255
2020-09-09,Hainaut,2873,78,88,Wallonia,14,18,4,4,0,4,3,WHT,1346840
2020-09-09,Limburg,2810,48,51,Flanders,7,6,0,0,0,0,2,VLI,877370
2020-09-09,Liège,2750,105,174,Wallonia,12,28,8,4,0,2,3,WLG,1109800
2020-09-09,Luxembourg,562,13,14,Wallonia,3,0,0,0,0,0,0,WLX,286752
2020-09-09,Namur,1167,14,18,Wallonia,6,4,1,1,0,0,1,WNA,495832
2020-09-09,OostVlaanderen,4941,107,96,Flanders,14,31,4,2,0,6,5,VOV,1200945
2020-09-09,VlaamsBrabant,3703,98,70,Flanders,6,6,2,2,0,1,0,VBR,1155843
2020-09-09,WestVlaanderen,3930,64,51,Flanders,11,10,0,0,0,4,0,VWV,1525255
2020-09-10,Antwerpen,5935,227,228,Flanders,14,57,19,8,1,3,5,VAN,1869730
2020-09-10,BrabantWallon,1443,48,39,Wallonia,2,1,0,0,0,0,1,WBR,406019
2020-09-10,Brussels,4354,276,234,Brussels,15,88,24,10,3,6,4,BRU,1218255
2020-09-10,Hainaut,2720,89,78,Wallonia,14,18,4,2,0,0,0,WHT,1346840
2020-09-10,Limburg,2780,40,40,Flanders,7,5,1,0,0,2,3,VLI,877370
2020-09-10,Liège,2978,158,166,Wallonia,12,28,8,4,0,5,5,WLG,1109800
2020-09-10,Luxembourg,905,26,19,Wallonia,3,0,0,0,0,0,0,WLX,286752
2020-09-10,Namur,1523,36,39,Wallonia,6,2,1,1,0,0,2,WNA,495832
2020-09-10,OostVlaanderen,4330,117,119,Flanders,14,29,5,1,0,2,4,VOV,1200945
2020-09-10,VlaamsBrabant,3508,84,76,Flanders,6,8,3,2,0,1,0,VBR,1155843
2020-09-10,WestVlaanderen,4278,79,72,Flanders,11,13,0,0,0,4,0,VWV,1525255
2020-09-11,Antwerpen,5856,220,235,Flanders,14,58,18,8,1,3,7,VAN,1869730
2020-09-11,BrabantWallon,1469,39,38,Wallonia,2,0,0,0,0,0,1,WBR,406019
2020-09-11,Brussels,4360,284,290,Brussels,15,88,25,13,3,13,14,BRU,1218255
2020-09-11,Hainaut,3450,107,133,Wallonia,14,18,4,3,0,2,2,WHT,1346840
2020-09-11,Limburg,2802,65,49,Flanders,7,5,0,0,0,0,1,VLI,877370
2020-09-11,Liège,3769,179,158,Wallonia,12,28,8,4,0,2,2,WLG,1109800
2020-09-11,Luxembourg,947,20,20,Wallonia,3,1,0,0,0,1,0,WLX,286752
2020-09-11,Namur,1388,35,35,Wallonia,6,3,1,1,0,1,0,WNA,495832
2020-09-11,OostVlaanderen,5478,118,139,Flanders,14,29,8,1,0,3,3,VOV,1200945
2020-09-11,VlaamsBrabant,2999,86,81,Flanders,6,9,3,2,0,0,0,VBR,1155843
2020-09-11,WestVlaanderen,4113,68,72,Flanders,11,15,0,0,0,3,0,VWV,1525255
2020-09-12,Antwerpen,6046,226,114,Flanders,14,59,17,9,1,5,1,VAN,1869730
2020-09-12,BrabantWallon,697,29,23,Wallonia,2,0,0,0,0,0,0,WBR,406019
2020-09-12,Brussels,2968,225,110,Brussels,15,87,25,11,3,9,8,BRU,1218255
2020-09-12,Hainaut,1960,77,63,Wallonia,14,20,5,3,0,5,3,WHT,1346840
2020-09-12,Limburg,2226,43,26,Flanders,7,6,0,0,0,1,0,VLI,877370
2020-09-12,Liège,2317,113,81,Wallonia,12,33,10,4,0,6,1,WLG,1109800
2020-09-12,Luxembourg,348,15,13,Wallonia,3,1,0,0,0,0,0,WLX,286752
2020-09-12,Namur,689,23,23,Wallonia,6,1,1,1,0,0,2,WNA,495832
2020-09-12,OostVlaanderen,4072,123,45,Flanders,14,28,6,0,0,5,3,VOV,1200945
2020-09-12,VlaamsBrabant,2422,73,42,Flanders,6,8,3,2,0,0,1,VBR,1155843
2020-09-12,WestVlaanderen,2247,55,46,Flanders,11,17,1,0,0,3,2,VWV,1525255
2020-09-13,Antwerpen,3934,200,50,Flanders,14,73,20,10,1,10,3,VAN,1869730
2020-09-13,BrabantWallon,828,31,15,Wallonia,2,0,0,0,0,0,0,WBR,406019
2020-09-13,Brussels,2099,153,57,Brussels,15,94,24,11,3,14,7,BRU,1218255
2020-09-13,Hainaut,2205,97,15,Wallonia,14,25,6,3,0,5,0,WHT,1346840
2020-09-13,Limburg,1459,39,14,Flanders,7,6,0,0,0,1,1,VLI,877370
2020-09-13,Liège,1019,58,40,Wallonia,12,33,9,5,0,1,1,WLG,1109800
2020-09-13,Luxembourg,231,5,3,Wallonia,3,3,1,0,0,2,0,WLX,286752
2020-09-13,Namur,839,13,3,Wallonia,6,4,2,2,0,3,0,WNA,495832
2020-09-13,OostVlaanderen,2207,66,28,Flanders,14,29,5,0,0,3,0,VOV,1200945
2020-09-13,VlaamsBrabant,2064,55,35,Flanders,6,8,3,2,0,1,1,VBR,1155843
2020-09-13,WestVlaanderen,1518,53,28,Flanders,11,18,1,0,0,1,1,VWV,1525255
2020-09-14,Antwerpen,3848,95,298,Flanders,14,78,19,10,1,5,1,VAN,1869730
2020-09-14,BrabantWallon,534,32,72,Wallonia,2,0,0,0,0,0,0,WBR,406019
2020-09-14,Brussels,2635,202,350,Brussels,15,101,21,11,3,13,10,BRU,1218255
2020-09-14,Hainaut,2255,81,144,Wallonia,14,30,6,3,0,4,0,WHT,1346840
2020-09-14,Limburg,1832,39,67,Flanders,7,6,1,0,0,1,1,VLI,877370
2020-09-14,Liège,3539,228,234,Wallonia,12,35,9,6,0,2,0,WLG,1109800
2020-09-14,Luxembourg,1237,31,32,Wallonia,3,4,1,0,0,0,0,WLX,286752
2020-09-14,Namur,1210,29,44,Wallonia,6,4,2,2,0,0,0,WNA,495832
2020-09-14,OostVlaanderen,4207,75,173,Flanders,14,29,8,1,0,1,2,VOV,1200945
2020-09-14,VlaamsBrabant,1747,69,178,Flanders,6,10,3,2,0,2,0,VBR,1155843
2020-09-14,WestVlaanderen,4926,91,103,Flanders,11,21,2,0,0,3,0,VWV,1525255
2020-09-15,Antwerpen,6001,205,247,Flanders,14,68,18,11,2,4,11,VAN,1869730
2020-09-15,BrabantWallon,1699,75,114,Wallonia,2,2,0,0,0,1,0,WBR,406019
2020-09-15,Brussels,4092,320,362,Brussels,15,101,21,10,3,14,19,BRU,1218255
2020-09-15,Hainaut,3474,163,180,Wallonia,14,29,5,3,0,4,5,WHT,1346840
2020-09-15,Limburg,2779,39,29,Flanders,7,8,2,0,0,2,0,VLI,877370
2020-09-15,Liège,3877,191,236,Wallonia,12,37,8,6,0,8,6,WLG,1109800
2020-09-15,Luxembourg,1686,28,23,Wallonia,3,5,1,0,0,1,0,WLX,286752
2020-09-15,Namur,1615,48,50,Wallonia,6,4,2,2,0,0,0,WNA,495832
2020-09-15,OostVlaanderen,6188,136,127,Flanders,14,30,6,1,0,8,6,VOV,1200945
2020-09-15,VlaamsBrabant,3848,155,145,Flanders,6,12,2,1,0,2,0,VBR,1155843
2020-09-15,WestVlaanderen,5285,91,66,Flanders,11,19,2,0,0,3,5,VWV,1525255
2020-09-16,Antwerpen,7662,239,318,Flanders,14,78,17,10,2,7,4,VAN,1869730
2020-09-16,BrabantWallon,1490,91,87,Wallonia,2,3,0,0,0,1,0,WBR,406019
2020-09-16,Brussels,4585,382,441,Brussels,15,114,24,13,4,17,8,BRU,1218255
2020-09-16,Hainaut,4055,157,165,Wallonia,14,32,6,3,0,4,0,WHT,1346840
2020-09-16,Limburg,3570,41,36,Flanders,7,9,2,0,0,2,1,VLI,877370
2020-09-16,Liège,4125,243,329,Wallonia,12,41,12,7,0,5,0,WLG,1109800
2020-09-16,Luxembourg,1035,30,31,Wallonia,3,4,1,0,0,0,1,WLX,286752
2020-09-16,Namur,1424,43,55,Wallonia,6,4,2,1,1,0,0,WNA,495832
2020-09-16,OostVlaanderen,6937,145,167,Flanders,14,32,4,1,0,5,4,VOV,1200945
2020-09-16,VlaamsBrabant,5263,161,189,Flanders,6,14,4,3,0,0,1,VBR,1155843
2020-09-16,WestVlaanderen,4777,78,77,Flanders,11,22,2,1,0,1,2,VWV,1525255
2020-09-17,Antwerpen,7695,415,352,Flanders,14,78,15,9,2,4,7,VAN,1869730
2020-09-17,BrabantWallon,1732,83,84,Wallonia,2,2,0,0,0,0,1,WBR,406019
2020-09-17,Brussels,4564,358,433,Brussels,15,117,23,12,4,16,22,BRU,1218255
2020-09-17,Hainaut,3986,157,162,Wallonia,14,36,6,4,0,5,3,WHT,1346840
2020-09-17,Limburg,2999,41,47,Flanders,7,11,2,0,0,4,2,VLI,877370
2020-09-17,Liège,4649,351,253,Wallonia,12,50,12,8,1,9,1,WLG,1109800
2020-09-17,Luxembourg,713,24,27,Wallonia,3,4,1,0,0,0,0,WLX,286752
2020-09-17,Namur,1859,56,45,Wallonia,6,3,1,0,1,0,1,WNA,495832
2020-09-17,OostVlaanderen,5208,137,109,Flanders,14,30,3,1,0,3,3,VOV,1200945
2020-09-17,VlaamsBrabant,4185,135,137,Flanders,6,13,3,3,0,1,2,VBR,1155843
2020-09-17,WestVlaanderen,4046,82,68,Flanders,11,27,3,2,0,5,2,VWV,1525255
2020-09-18,Antwerpen,7749,350,289,Flanders,14,86,21,12,2,7,13,VAN,1869730
2020-09-18,BrabantWallon,1466,79,85,Wallonia,2,1,0,0,0,0,1,WBR,406019
2020-09-18,Brussels,3755,333,410,Brussels,15,117,23,14,5,9,19,BRU,1218255
2020-09-18,Hainaut,3471,141,153,Wallonia,14,42,5,3,0,6,3,WHT,1346840
2020-09-18,Limburg,2831,56,40,Flanders,7,9,3,0,0,0,2,VLI,877370
2020-09-18,Liège,3890,215,222,Wallonia,12,52,15,9,1,7,6,WLG,1109800
2020-09-18,Luxembourg,1101,36,31,Wallonia,3,5,1,0,0,2,1,WLX,286752
2020-09-18,Namur,1423,46,43,Wallonia,6,3,1,0,1,0,1,WNA,495832
2020-09-18,OostVlaanderen,5839,177,157,Flanders,14,34,3,1,0,11,7,VOV,1200945
2020-09-18,VlaamsBrabant,4170,161,136,Flanders,6,14,3,3,0,1,0,VBR,1155843
2020-09-18,WestVlaanderen,4284,109,100,Flanders,11,29,3,2,0,5,2,VWV,1525255
2020-09-19,Antwerpen,4902,205,179,Flanders,14,89,20,13,2,10,10,VAN,1869730
2020-09-19,BrabantWallon,1065,71,55,Wallonia,2,3,0,0,0,2,0,WBR,406019
2020-09-19,Brussels,2460,250,137,Brussels,15,120,22,13,4,13,12,BRU,1218255
2020-09-19,Hainaut,1656,79,109,Wallonia,14,45,7,3,0,7,2,WHT,1346840
2020-09-19,Limburg,1703,42,39,Flanders,7,12,3,0,0,2,0,VLI,877370
2020-09-19,Liège,2357,140,122,Wallonia,12,53,12,9,1,5,5,WLG,1109800
2020-09-19,Luxembourg,397,31,24,Wallonia,3,8,2,0,0,0,0,WLX,286752
2020-09-19,Namur,709,34,31,Wallonia,6,3,1,0,1,0,0,WNA,495832
2020-09-19,OostVlaanderen,4612,119,69,Flanders,14,42,5,1,0,12,5,VOV,1200945
2020-09-19,VlaamsBrabant,2842,115,70,Flanders,6,14,3,3,0,1,1,VBR,1155843
2020-09-19,WestVlaanderen,2645,69,42,Flanders,11,32,3,2,0,3,2,VWV,1525255
2020-09-20,Antwerpen,4715,281,116,Flanders,14,83,18,8,2,4,5,VAN,1869730
2020-09-20,BrabantWallon,877,48,31,Wallonia,2,3,1,0,0,0,0,WBR,406019
2020-09-20,Brussels,2934,343,57,Brussels,15,124,22,13,4,8,4,BRU,1218255
2020-09-20,Hainaut,2078,123,53,Wallonia,14,47,6,4,0,12,1,WHT,1346840
2020-09-20,Limburg,1668,46,15,Flanders,7,14,3,0,0,5,2,VLI,877370
2020-09-20,Liège,1722,85,54,Wallonia,12,61,14,9,1,9,1,WLG,1109800
2020-09-20,Luxembourg,233,3,1,Wallonia,3,8,1,0,0,0,0,WLX,286752
2020-09-20,Namur,763,25,27,Wallonia,6,4,1,0,1,1,0,WNA,495832
2020-09-20,OostVlaanderen,2277,84,42,Flanders,14,45,6,2,0,4,2,VOV,1200945
2020-09-20,VlaamsBrabant,2425,91,29,Flanders,6,12,2,2,0,0,1,VBR,1155843
2020-09-20,WestVlaanderen,1290,37,26,Flanders,11,31,3,2,0,4,4,VWV,1525255
2020-09-21,Antwerpen,5157,271,368,Flanders,14,89,18,9,2,4,1,VAN,1869730
2020-09-21,BrabantWallon,1540,103,100,Wallonia,2,4,1,0,0,1,0,WBR,406019
2020-09-21,Brussels,4328,466,504,Brussels,15,151,27,17,3,29,13,BRU,1218255
2020-09-21,Hainaut,3005,198,274,Wallonia,14,58,6,4,0,6,2,WHT,1346840
2020-09-21,Limburg,2108,47,69,Flanders,7,14,4,0,0,1,1,VLI,877370
2020-09-21,Liège,3301,214,260,Wallonia,12,64,14,9,1,3,0,WLG,1109800
2020-09-21,Luxembourg,953,27,25,Wallonia,3,10,1,0,0,1,0,WLX,286752
2020-09-21,Namur,1267,61,65,Wallonia,6,4,1,0,1,0,0,WNA,495832
2020-09-21,OostVlaanderen,4394,114,162,Flanders,14,50,7,3,0,9,0,VOV,1200945
2020-09-21,VlaamsBrabant,2941,111,208,Flanders,6,12,2,2,0,1,1,VBR,1155843
2020-09-21,WestVlaanderen,4759,107,109,Flanders,11,34,6,2,0,3,0,VWV,1525255
2020-09-22,Antwerpen,7805,274,292,Flanders,14,95,14,7,1,10,7,VAN,1869730
2020-09-22,BrabantWallon,1280,93,97,Wallonia,2,4,1,0,0,0,0,WBR,406019
2020-09-22,Brussels,4305,419,446,Brussels,15,155,32,20,3,21,24,BRU,1218255
2020-09-22,Hainaut,3507,244,233,Wallonia,14,60,7,4,0,7,4,WHT,1346840
2020-09-22,Limburg,3360,67,56,Flanders,7,13,5,0,0,3,4,VLI,877370
2020-09-22,Liège,4239,310,329,Wallonia,12,58,14,9,1,5,10,WLG,1109800
2020-09-22,Luxembourg,1194,38,43,Wallonia,3,9,1,0,0,0,1,WLX,286752
2020-09-22,Namur,1442,69,89,Wallonia,6,7,2,0,1,4,0,WNA,495832
2020-09-22,OostVlaanderen,6824,170,153,Flanders,14,54,9,3,0,11,7,VOV,1200945
2020-09-22,VlaamsBrabant,5302,204,208,Flanders,6,13,3,2,0,2,1,VBR,1155843
2020-09-22,WestVlaanderen,4131,99,78,Flanders,11,37,6,3,0,5,4,VWV,1525255
2020-09-23,Antwerpen,7689,380,336,Flanders,14,94,14,6,1,3,9,VAN,1869730
2020-09-23,BrabantWallon,1575,93,84,Wallonia,2,4,1,0,0,1,1,WBR,406019
2020-09-23,Brussels,4371,428,491,Brussels,15,165,35,24,5,22,14,BRU,1218255
2020-09-23,Hainaut,4548,299,222,Wallonia,14,67,7,4,0,4,1,WHT,1346840
2020-09-23,Limburg,2956,69,61,Flanders,7,15,5,0,0,2,0,VLI,877370
2020-09-23,Liège,4483,362,304,Wallonia,12,70,13,9,1,16,4,WLG,1109800
2020-09-23,Luxembourg,1083,38,68,Wallonia,3,10,0,0,0,0,1,WLX,286752
2020-09-23,Namur,1630,84,89,Wallonia,6,7,2,0,1,1,0,WNA,495832
2020-09-23,OostVlaanderen,6226,162,138,Flanders,14,55,8,4,0,5,5,VOV,1200945
2020-09-23,VlaamsBrabant,4699,188,160,Flanders,6,24,3,2,0,9,3,VBR,1155843
2020-09-23,WestVlaanderen,3460,92,89,Flanders,11,39,7,3,0,7,2,VWV,1525255
2020-09-24,Antwerpen,7533,405,373,Flanders,14,104,16,7,2,12,6,VAN,1869730
2020-09-24,BrabantWallon,1172,67,52,Wallonia,2,4,1,0,0,0,0,WBR,406019
2020-09-24,Brussels,4719,471,358,Brussels,15,182,37,26,6,24,12,BRU,1218255
2020-09-24,Hainaut,3490,258,202,Wallonia,14,72,8,4,0,7,5,WHT,1346840
2020-09-24,Limburg,2742,65,94,Flanders,7,17,6,0,0,3,0,VLI,877370
2020-09-24,Liège,3520,281,184,Wallonia,12,74,13,9,1,9,3,WLG,1109800
2020-09-24,Luxembourg,853,20,19,Wallonia,3,8,0,0,0,1,1,WLX,286752
2020-09-24,Namur,1538,79,64,Wallonia,6,8,2,0,1,0,0,WNA,495832
2020-09-24,OostVlaanderen,5954,182,145,Flanders,14,65,11,6,0,16,7,VOV,1200945
2020-09-24,VlaamsBrabant,4020,203,169,Flanders,6,30,3,2,0,7,1,VBR,1155843
2020-09-24,WestVlaanderen,3481,127,110,Flanders,11,38,7,3,0,4,8,VWV,1525255
2020-09-25,Antwerpen,7084,416,318,Flanders,14,108,14,6,1,11,9,VAN,1869730
2020-09-25,BrabantWallon,1235,92,59,Wallonia,2,6,1,0,0,2,0,WBR,406019
2020-09-25,Brussels,4698,479,363,Brussels,15,178,41,23,5,20,24,BRU,1218255
2020-09-25,Hainaut,2934,183,150,Wallonia,14,77,8,4,0,7,7,WHT,1346840
2020-09-25,Limburg,2261,80,68,Flanders,7,17,6,0,0,2,2,VLI,877370
2020-09-25,Liège,3662,223,153,Wallonia,12,81,15,11,1,12,8,WLG,1109800
2020-09-25,Luxembourg,1006,61,25,Wallonia,3,7,0,0,0,0,0,WLX,286752
2020-09-25,Namur,1265,76,69,Wallonia,6,7,2,0,1,1,2,WNA,495832
2020-09-25,OostVlaanderen,4789,149,117,Flanders,14,69,11,7,0,6,3,VOV,1200945
2020-09-25,VlaamsBrabant,3061,160,179,Flanders,6,29,3,2,0,5,2,VBR,1155843
2020-09-25,WestVlaanderen,3791,109,87,Flanders,11,41,8,2,0,6,4,VWV,1525255
2020-09-26,Antwerpen,5827,296,143,Flanders,14,113,17,5,1,7,9,VAN,1869730
2020-09-26,BrabantWallon,1085,87,36,Wallonia,2,6,1,0,0,0,2,WBR,406019
2020-09-26,Brussels,3791,441,230,Brussels,15,178,40,26,4,13,15,BRU,1218255
2020-09-26,Hainaut,3672,183,87,Wallonia,14,80,10,3,0,10,7,WHT,1346840
2020-09-26,Limburg,1917,56,25,Flanders,7,16,6,1,0,1,2,VLI,877370
2020-09-26,Liège,3124,273,152,Wallonia,12,79,20,12,0,7,6,WLG,1109800
2020-09-26,Luxembourg,664,31,22,Wallonia,3,8,1,0,0,1,0,WLX,286752
2020-09-26,Namur,1281,71,62,Wallonia,6,7,3,1,1,1,1,WNA,495832
2020-09-26,OostVlaanderen,4392,115,59,Flanders,14,71,10,7,0,7,14,VOV,1200945
2020-09-26,VlaamsBrabant,3194,179,60,Flanders,6,27,2,2,0,1,2,VBR,1155843
2020-09-26,WestVlaanderen,3465,118,45,Flanders,11,41,10,3,0,3,4,VWV,1525255
2020-09-27,Antwerpen,3609,232,89,Flanders,14,116,21,5,1,7,6,VAN,1869730
2020-09-27,BrabantWallon,847,40,12,Wallonia,2,9,3,1,0,2,0,WBR,406019
2020-09-27,Brussels,2697,278,108,Brussels,15,190,42,28,4,18,9,BRU,1218255
2020-09-27,Hainaut,2538,134,76,Wallonia,14,81,10,3,0,1,0,WHT,1346840
2020-09-27,Limburg,1260,55,26,Flanders,7,17,6,0,0,3,1,VLI,877370
2020-09-27,Liège,2371,166,65,Wallonia,12,85,21,12,0,6,6,WLG,1109800
2020-09-27,Luxembourg,349,28,19,Wallonia,3,8,3,1,0,1,1,WLX,286752
2020-09-27,Namur,566,47,34,Wallonia,6,6,3,1,1,0,0,WNA,495832
2020-09-27,OostVlaanderen,2103,80,41,Flanders,14,74,14,7,0,7,2,VOV,1200945
2020-09-27,VlaamsBrabant,2043,103,41,Flanders,6,25,2,2,0,1,3,VBR,1155843
2020-09-27,WestVlaanderen,1395,43,17,Flanders,11,43,10,3,0,0,1,VWV,1525255
2020-09-28,Antwerpen,4344,203,357,Flanders,14,128,25,8,1,6,3,VAN,1869730
2020-09-28,BrabantWallon,1201,100,139,Wallonia,2,9,3,1,0,0,0,WBR,406019
2020-09-28,Brussels,3864,574,616,Brussels,15,210,44,28,3,23,13,BRU,1218255
2020-09-28,Hainaut,2884,215,268,Wallonia,14,89,11,5,0,12,3,WHT,1346840
2020-09-28,Limburg,1899,70,72,Flanders,7,20,6,2,0,2,1,VLI,877370
2020-09-28,Liège,3554,394,445,Wallonia,12,87,21,13,0,5,2,WLG,1109800
2020-09-28,Luxembourg,655,44,73,Wallonia,3,9,3,0,0,0,0,WLX,286752
2020-09-28,Namur,897,93,123,Wallonia,6,7,3,1,1,1,0,WNA,495832
2020-09-28,OostVlaanderen,3012,96,236,Flanders,14,76,13,8,0,4,1,VOV,1200945
2020-09-28,VlaamsBrabant,2799,192,235,Flanders,6,27,2,2,0,3,0,VBR,1155843
2020-09-28,WestVlaanderen,2643,66,149,Flanders,11,46,9,3,0,5,3,VWV,1525255
2020-09-29,Antwerpen,8201,442,379,Flanders,14,138,28,7,1,12,12,VAN,1869730
2020-09-29,BrabantWallon,1872,150,156,Wallonia,2,8,3,1,0,0,1,WBR,406019
2020-09-29,Brussels,5663,707,742,Brussels,15,221,46,32,2,30,25,BRU,1218255
2020-09-29,Hainaut,4461,327,374,Wallonia,14,86,13,6,0,9,9,WHT,1346840
2020-09-29,Limburg,3236,82,73,Flanders,7,20,6,1,0,5,4,VLI,877370
2020-09-29,Liège,3241,356,437,Wallonia,12,91,24,13,0,16,11,WLG,1109800
2020-09-29,Luxembourg,1001,48,59,Wallonia,3,10,1,0,0,0,1,WLX,286752
2020-09-29,Namur,1457,128,143,Wallonia,6,8,3,1,1,1,0,WNA,495832
2020-09-29,OostVlaanderen,7159,233,158,Flanders,14,66,13,7,0,3,9,VOV,1200945
2020-09-29,VlaamsBrabant,5136,218,285,Flanders,6,24,3,2,0,4,6,VBR,1155843
2020-09-29,WestVlaanderen,5195,164,110,Flanders,11,44,10,3,0,4,7,VWV,1525255
2020-09-30,Antwerpen,7108,398,411,Flanders,14,134,27,6,1,4,5,VAN,1869730
2020-09-30,BrabantWallon,1626,140,154,Wallonia,2,7,3,1,0,0,1,WBR,406019
2020-09-30,Brussels,5644,717,698,Brussels,15,235,51,35,3,34,30,BRU,1218255
2020-09-30,Hainaut,5555,368,385,Wallonia,14,89,18,10,0,7,8,WHT,1346840
2020-09-30,Limburg,2839,75,71,Flanders,7,23,5,1,0,6,3,VLI,877370
2020-09-30,Liège,4044,392,470,Wallonia,12,99,21,11,0,9,2,WLG,1109800
2020-09-30,Luxembourg,1215,80,76,Wallonia,3,8,1,0,0,1,0,WLX,286752
2020-09-30,Namur,1607,141,148,Wallonia,6,10,4,1,1,2,0,WNA,495832
2020-09-30,OostVlaanderen,5771,193,277,Flanders,14,68,14,5,0,17,13,VOV,1200945
2020-09-30,VlaamsBrabant,5257,327,246,Flanders,6,21,5,2,0,0,3,VBR,1155843
2020-09-30,WestVlaanderen,4332,130,191,Flanders,11,45,8,3,0,4,3,VWV,1525255
2020-10-01,Antwerpen,5724,399,344,Flanders,14,145,27,6,1,12,11,VAN,1869730
2020-10-01,BrabantWallon,1842,189,212,Wallonia,2,9,3,1,0,2,0,WBR,406019
2020-10-01,Brussels,5929,857,768,Brussels,15,243,49,32,3,33,24,BRU,1218255
2020-10-01,Hainaut,5260,480,378,Wallonia,14,94,15,9,0,10,4,WHT,1346840
2020-10-01,Limburg,2001,66,71,Flanders,7,25,6,1,0,4,4,VLI,877370
