Entity,Code,Date,new_hospital_admissions
North East and Yorkshire,,2020-07-05,25.57142857
North East and Yorkshire,,2020-07-06,25.85714286
North East and Yorkshire,,2020-07-07,26
North East and Yorkshire,,2020-07-08,25.71428571
North East and Yorkshire,,2020-07-09,24.57142857
North East and Yorkshire,,2020-07-10,24
North East and Yorkshire,,2020-07-11,23.85714286
North East and Yorkshire,,2020-07-12,23.42857143
North East and Yorkshire,,2020-07-13,23.57142857
North East and Yorkshire,,2020-07-14,22.28571429
North East and Yorkshire,,2020-07-15,21.42857143
North East and Yorkshire,,2020-07-16,21
North East and Yorkshire,,2020-07-17,20
North East and Yorkshire,,2020-07-18,17.71428571
North East and Yorkshire,,2020-07-19,18.71428571
North East and Yorkshire,,2020-07-20,15.71428571
North East and Yorkshire,,2020-07-21,13
North East and Yorkshire,,2020-07-22,11.42857143
North East and Yorkshire,,2020-07-23,9.857142857
North East and Yorkshire,,2020-07-24,9.857142857
North East and Yorkshire,,2020-07-25,10.42857143
North East and Yorkshire,,2020-07-26,9.142857143
North East and Yorkshire,,2020-07-27,10.42857143
North East and Yorkshire,,2020-07-28,10.71428571
North East and Yorkshire,,2020-07-29,10.28571429
North East and Yorkshire,,2020-07-30,11.42857143
North East and Yorkshire,,2020-07-31,10.85714286
North East and Yorkshire,,2020-08-01,10.85714286
North East and Yorkshire,,2020-08-02,11.28571429
North East and Yorkshire,,2020-08-03,12.71428571
North East and Yorkshire,,2020-08-04,13.85714286
North East and Yorkshire,,2020-08-05,13.85714286
North East and Yorkshire,,2020-08-06,13.71428571
North East and Yorkshire,,2020-08-07,13.71428571
North East and Yorkshire,,2020-08-08,13.57142857
North East and Yorkshire,,2020-08-09,13.57142857
North East and Yorkshire,,2020-08-10,11.42857143
North East and Yorkshire,,2020-08-11,11.14285714
North East and Yorkshire,,2020-08-12,12.14285714
North East and Yorkshire,,2020-08-13,10.85714286
North East and Yorkshire,,2020-08-14,10.42857143
North East and Yorkshire,,2020-08-15,10.42857143
North East and Yorkshire,,2020-08-16,9.428571429
North East and Yorkshire,,2020-08-17,9.142857143
North East and Yorkshire,,2020-08-18,8.571428571
North East and Yorkshire,,2020-08-19,7.428571429
North East and Yorkshire,,2020-08-20,8
North East and Yorkshire,,2020-08-21,8.285714286
North East and Yorkshire,,2020-08-22,7.714285714
North East and Yorkshire,,2020-08-23,7.714285714
North East and Yorkshire,,2020-08-24,7.714285714
North East and Yorkshire,,2020-08-25,8
North East and Yorkshire,,2020-08-26,9
North East and Yorkshire,,2020-08-27,9.142857143
North East and Yorkshire,,2020-08-28,8.714285714
North East and Yorkshire,,2020-08-29,9.142857143
North East and Yorkshire,,2020-08-30,9.428571429
North East and Yorkshire,,2020-08-31,9.857142857
North East and Yorkshire,,2020-09-01,10.14285714
North East and Yorkshire,,2020-09-02,9.714285714
North East and Yorkshire,,2020-09-03,9.571428571
North East and Yorkshire,,2020-09-04,10.42857143
North East and Yorkshire,,2020-09-05,10.71428571
North East and Yorkshire,,2020-09-06,10.85714286
North East and Yorkshire,,2020-09-07,11.71428571
North East and Yorkshire,,2020-09-08,13.28571429
North East and Yorkshire,,2020-09-09,16.85714286
North East and Yorkshire,,2020-09-10,19.57142857
North East and Yorkshire,,2020-09-11,22
North East and Yorkshire,,2020-09-12,25.28571429
North East and Yorkshire,,2020-09-13,28
North East and Yorkshire,,2020-09-14,31
North East and Yorkshire,,2020-09-15,34.42857143
North East and Yorkshire,,2020-09-16,35.42857143
North East and Yorkshire,,2020-09-17,39.71428571
North East and Yorkshire,,2020-09-18,44.57142857
North East and Yorkshire,,2020-09-19,47.14285714
North East and Yorkshire,,2020-09-20,52.57142857
North East and Yorkshire,,2020-09-21,58.57142857
North East and Yorkshire,,2020-09-22,59.85714286
North East and Yorkshire,,2020-09-23,66.71428571
North East and Yorkshire,,2020-09-24,67.57142857
North East and Yorkshire,,2020-09-25,67.57142857
North East and Yorkshire,,2020-09-26,70.14285714
North East and Yorkshire,,2020-09-27,70.85714286
North East and Yorkshire,,2020-09-28,71.14285714
North East and Yorkshire,,2020-09-29,77.71428571
North East and Yorkshire,,2020-09-30,78.42857143
North East and Yorkshire,,2020-10-01,81.71428571
North East and Yorkshire,,2020-10-02,86.85714286
North East and Yorkshire,,2020-10-03,93.85714286
North East and Yorkshire,,2020-10-04,101.5714286
North East and Yorkshire,,2020-10-05,107.4285714
North East and Yorkshire,,2020-10-06,115.5714286
North East and Yorkshire,,2020-10-07,122.1428571
North East and Yorkshire,,2020-10-08,127.4285714
North East and Yorkshire,,2020-10-09,134
North East and Yorkshire,,2020-10-10,138
North East and Yorkshire,,2020-10-11,145.7142857
North East and Yorkshire,,2020-10-12,152.8571429
North East and Yorkshire,,2020-10-13,156
North East and Yorkshire,,2020-10-14,159.8571429
North East and Yorkshire,,2020-10-15,168.2857143
North East and Yorkshire,,2020-10-16,170.1428571
North East and Yorkshire,,2020-10-17,179.4285714
North East and Yorkshire,,2020-10-18,185
North East and Yorkshire,,2020-10-19,192
North East and Yorkshire,,2020-10-20,205
North East and Yorkshire,,2020-10-21,219.8571429
North East and Yorkshire,,2020-10-22,228.1428571
North East and Yorkshire,,2020-10-23,241.7142857
North East and Yorkshire,,2020-10-24,251.2857143
North East and Yorkshire,,2020-10-25,265.7142857
North East and Yorkshire,,2020-10-26,280.1428571
North East and Yorkshire,,2020-10-27,284
North East and Yorkshire,,2020-10-28,296.2857143
North East and Yorkshire,,2020-10-29,309.8571429
North East and Yorkshire,,2020-10-30,311
North East and Yorkshire,,2020-10-31,317.8571429
North East and Yorkshire,,2020-11-01,321.8571429
North East and Yorkshire,,2020-11-02,327.4285714
North East and Yorkshire,,2020-11-03,336.1428571
North East and Yorkshire,,2020-11-04,335.2857143
North East and Yorkshire,,2020-11-05,336.4285714
North East and Yorkshire,,2020-11-06,345.2857143
North East and Yorkshire,,2020-11-07,347
North East and Yorkshire,,2020-11-08,348.7142857
North East and Yorkshire,,2020-11-09,355.1428571
North East and Yorkshire,,2020-11-10,369.7142857
North East and Yorkshire,,2020-11-11,382.4285714
North East and Yorkshire,,2020-11-12,384.8571429
North East and Yorkshire,,2020-11-13,393
North East and Yorkshire,,2020-11-14,395.5714286
North East and Yorkshire,,2020-11-15,397.8571429
North East and Yorkshire,,2020-11-16,397.1428571
North East and Yorkshire,,2020-11-17,378.7142857
North East and Yorkshire,,2020-11-18,367.5714286
North East and Yorkshire,,2020-11-19,365.1428571
North East and Yorkshire,,2020-11-20,360.7142857
North East and Yorkshire,,2020-11-21,350
North East and Yorkshire,,2020-11-22,335.5714286
North East and Yorkshire,,2020-11-23,322.2857143
North East and Yorkshire,,2020-11-24,313.7142857
North East and Yorkshire,,2020-11-25,299.7142857
North East and Yorkshire,,2020-11-26,288
North East and Yorkshire,,2020-11-27,271.7142857
North East and Yorkshire,,2020-11-28,263.1428571
North East and Yorkshire,,2020-11-29,259
North East and Yorkshire,,2020-11-30,249.4285714
North East and Yorkshire,,2020-12-01,244.5714286
North East and Yorkshire,,2020-12-02,239.8571429
North East and Yorkshire,,2020-12-03,237.4285714
North East and Yorkshire,,2020-12-04,232
North East and Yorkshire,,2020-12-05,234.7142857
North East and Yorkshire,,2020-12-06,231.8571429
North East and Yorkshire,,2020-12-07,233.8571429
North East and Yorkshire,,2020-12-08,234.8571429
North East and Yorkshire,,2020-12-09,237.2857143
North East and Yorkshire,,2020-12-10,232.7142857
North East and Yorkshire,,2020-12-11,238.4285714
North East and Yorkshire,,2020-12-12,239.8571429
North East and Yorkshire,,2020-12-13,244.1428571
North East and Yorkshire,,2020-12-14,250.5714286
North East and Yorkshire,,2020-12-15,253.8571429
North East and Yorkshire,,2020-12-16,255.5714286
North East and Yorkshire,,2020-12-17,258
North East and Yorkshire,,2020-12-18,256.8571429
North East and Yorkshire,,2020-12-19,256.7142857
North East and Yorkshire,,2020-12-20,256.7142857
North East and Yorkshire,,2020-12-21,252.5714286
North East and Yorkshire,,2020-12-22,255.8571429
North East and Yorkshire,,2020-12-23,254.4285714
North East and Yorkshire,,2020-12-24,248.8571429
North East and Yorkshire,,2020-12-25,249.4285714
North East and Yorkshire,,2020-12-26,254.2857143
North East and Yorkshire,,2020-12-27,260.2857143
North East and Yorkshire,,2020-12-28,265.5714286
North East and Yorkshire,,2020-12-29,275.4285714
North East and Yorkshire,,2020-12-30,284.1428571
North East and Yorkshire,,2020-12-31,299.5714286
North East and Yorkshire,,2021-01-01,314.4285714
North East and Yorkshire,,2021-01-02,318.7142857
North West,,2020-03-19,0
North West,,2020-03-20,0
North West,,2020-03-21,0
North West,,2020-03-22,0
North West,,2020-03-23,0
North West,,2020-03-24,0
North West,,2020-03-25,93.14285714
North West,,2020-03-26,112.7142857
North West,,2020-03-27,136
North West,,2020-03-28,155.8571429
North West,,2020-03-29,172.2857143
North West,,2020-03-30,220
North West,,2020-03-31,251.4285714
North West,,2020-04-01,291.2857143
North West,,2020-04-02,327
North West,,2020-04-03,359.4285714
North West,,2020-04-04,386.2857143
North West,,2020-04-05,412.1428571
North West,,2020-04-06,408.1428571
North West,,2020-04-07,412.8571429
North West,,2020-04-08,404.8571429
North West,,2020-04-09,411
North West,,2020-04-10,397.5714286
North West,,2020-04-11,385.4285714
North West,,2020-04-12,373.2857143
North West,,2020-04-13,360.7142857
North West,,2020-04-14,345.5714286
North West,,2020-04-15,322.2857143
North West,,2020-04-16,290.4285714
North West,,2020-04-17,279.1428571
North West,,2020-04-18,263.8571429
North West,,2020-04-19,252.4285714
North West,,2020-04-20,241.2857143
North West,,2020-04-21,240
North West,,2020-04-22,235.2857143
North West,,2020-04-23,225
North West,,2020-04-24,216.1428571
North West,,2020-04-25,215.5714286
North West,,2020-04-26,210.8571429
North West,,2020-04-27,210.4285714
North West,,2020-04-28,201
North West,,2020-04-29,202.8571429
North West,,2020-04-30,207.4285714
North West,,2020-05-01,203.1428571
North West,,2020-05-02,200.8571429
North West,,2020-05-03,202.7142857
North West,,2020-05-04,197.8571429
North West,,2020-05-05,198.8571429
North West,,2020-05-06,189
North West,,2020-05-07,184.4285714
North West,,2020-05-08,182.7142857
North West,,2020-05-09,180
North West,,2020-05-10,174.5714286
North West,,2020-05-11,176.5714286
North West,,2020-05-12,174.4285714
North West,,2020-05-13,178.4285714
North West,,2020-05-14,175.8571429
North West,,2020-05-15,173.5714286
North West,,2020-05-16,175.1428571
North West,,2020-05-17,177
North West,,2020-05-18,172.4285714
North West,,2020-05-19,170.5714286
North West,,2020-05-20,165.5714286
North West,,2020-05-21,165.7142857
North West,,2020-05-22,166.7142857
North West,,2020-05-23,159.1428571
North West,,2020-05-24,153.2857143
North West,,2020-05-25,146.1428571
North West,,2020-05-26,137.4285714
North West,,2020-05-27,137
North West,,2020-05-28,134.1428571
North West,,2020-05-29,128.5714286
North West,,2020-05-30,124.5714286
North West,,2020-05-31,124.2857143
North West,,2020-06-01,128.2857143
North West,,2020-06-02,129.5714286
North West,,2020-06-03,125.8571429
North West,,2020-06-04,122.8571429
North West,,2020-06-05,116.2857143
North West,,2020-06-06,110.4285714
North West,,2020-06-07,101.8571429
North West,,2020-06-08,90.28571429
North West,,2020-06-09,87
North West,,2020-06-10,85.71428571
North West,,2020-06-11,82.42857143
North West,,2020-06-12,84.85714286
North West,,2020-06-13,85.85714286
North West,,2020-06-14,87.85714286
North West,,2020-06-15,89.28571429
North West,,2020-06-16,87.14285714
North West,,2020-06-17,82
North West,,2020-06-18,77.71428571
North West,,2020-06-19,72.71428571
North West,,2020-06-20,68.57142857
North West,,2020-06-21,64.85714286
North West,,2020-06-22,63.57142857
North West,,2020-06-23,59.14285714
North West,,2020-06-24,58.28571429
North West,,2020-06-25,55.71428571
North West,,2020-06-26,55.14285714
North West,,2020-06-27,57.14285714
North West,,2020-06-28,55
North West,,2020-06-29,50.28571429
North West,,2020-06-30,46
North West,,2020-07-01,39.71428571
North West,,2020-07-02,34.57142857
North West,,2020-07-03,31.28571429
North West,,2020-07-04,27.14285714
North West,,2020-07-05,24.85714286
North West,,2020-07-06,22.57142857
North West,,2020-07-07,21.85714286
North West,,2020-07-08,20.85714286
North West,,2020-07-09,21.85714286
North West,,2020-07-10,18.85714286
North West,,2020-07-11,17.85714286
North West,,2020-07-12,15.71428571
North West,,2020-07-13,15.42857143
North West,,2020-07-14,15.85714286
North West,,2020-07-15,15.71428571
North West,,2020-07-16,15.14285714
North West,,2020-07-17,15.28571429
North West,,2020-07-18,15
North West,,2020-07-19,15.71428571
North West,,2020-07-20,16.85714286
North West,,2020-07-21,17.85714286
North West,,2020-07-22,18.28571429
North West,,2020-07-23,19.28571429
North West,,2020-07-24,21
North West,,2020-07-25,21.14285714
North West,,2020-07-26,21.14285714
North West,,2020-07-27,19.14285714
North West,,2020-07-28,17.57142857
North West,,2020-07-29,16.14285714
North West,,2020-07-30,15.28571429
North West,,2020-07-31,13.85714286
North West,,2020-08-01,13.85714286
North West,,2020-08-02,13.71428571
North West,,2020-08-03,14.71428571
North West,,2020-08-04,14
North West,,2020-08-05,14
North West,,2020-08-06,12.85714286
North West,,2020-08-07,13.57142857
North West,,2020-08-08,17.85714286
North West,,2020-08-09,17.57142857
North West,,2020-08-10,16.42857143
North West,,2020-08-11,16.71428571
North West,,2020-08-12,16.28571429
North West,,2020-08-13,16.14285714
North West,,2020-08-14,14.71428571
North West,,2020-08-15,9.428571429
North West,,2020-08-16,8.428571429
North West,,2020-08-17,8.142857143
North West,,2020-08-18,7.714285714
North West,,2020-08-19,9.571428571
North West,,2020-08-20,8.714285714
North West,,2020-08-21,9.571428571
North West,,2020-08-22,9.142857143
North West,,2020-08-23,10
North West,,2020-08-24,10
North West,,2020-08-25,9.714285714
North West,,2020-08-26,8.285714286
North West,,2020-08-27,10.71428571
North West,,2020-08-28,10.57142857
North West,,2020-08-29,12.57142857
North West,,2020-08-30,12.85714286
North West,,2020-08-31,13.57142857
North West,,2020-09-01,14.85714286
North West,,2020-09-02,16.14285714
North West,,2020-09-03,16.14285714
North West,,2020-09-04,16.42857143
North West,,2020-09-05,17.85714286
North West,,2020-09-06,21
North West,,2020-09-07,23.42857143
North West,,2020-09-08,23.85714286
North West,,2020-09-09,24.57142857
North West,,2020-09-10,27.42857143
North West,,2020-09-11,31.28571429
North West,,2020-09-12,34.28571429
North West,,2020-09-13,36.85714286
North West,,2020-09-14,39.14285714
North West,,2020-09-15,45.14285714
North West,,2020-09-16,49.14285714
North West,,2020-09-17,51.28571429
North West,,2020-09-18,51.71428571
North West,,2020-09-19,52.57142857
North West,,2020-09-20,54.71428571
North West,,2020-09-21,61.14285714
North West,,2020-09-22,63.71428571
North West,,2020-09-23,69.85714286
North West,,2020-09-24,73
North West,,2020-09-25,76.85714286
North West,,2020-09-26,78.85714286
North West,,2020-09-27,79.85714286
North West,,2020-09-28,82.42857143
North West,,2020-09-29,82.71428571
North West,,2020-09-30,83.28571429
North West,,2020-10-01,90.14285714
North West,,2020-10-02,97.42857143
North West,,2020-10-03,106.5714286
North West,,2020-10-04,125.8571429
North West,,2020-10-05,130.2857143
North West,,2020-10-06,145
North West,,2020-10-07,151.2857143
North West,,2020-10-08,158.4285714
North West,,2020-10-09,166.7142857
North West,,2020-10-10,173.4285714
North West,,2020-10-11,173.5714286
North West,,2020-10-12,184.8571429
North West,,2020-10-13,193.2857143
North West,,2020-10-14,204.4285714
North West,,2020-10-15,215.8571429
North West,,2020-10-16,218.1428571
North West,,2020-10-17,231.7142857
North West,,2020-10-18,241.2857143
North West,,2020-10-19,242.7142857
North West,,2020-10-20,242.2857143
North West,,2020-10-21,246.4285714
North West,,2020-10-22,244.2857143
North West,,2020-10-23,255.5714286
North West,,2020-10-24,256.4285714
North West,,2020-10-25,264.8571429
North West,,2020-10-26,274
North West,,2020-10-27,284.4285714
North West,,2020-10-28,294.5714286
North West,,2020-10-29,308.4285714
North West,,2020-10-30,305.7142857
North West,,2020-10-31,306
North West,,2020-11-01,300
North West,,2020-11-02,299.1428571
North West,,2020-11-03,293.8571429
North West,,2020-11-04,292.2857143
North West,,2020-11-05,279
North West,,2020-11-06,272
North West,,2020-11-07,268.4285714
North West,,2020-11-08,269.1428571
North West,,2020-11-09,265.4285714
North West,,2020-11-10,268.2857143
North West,,2020-11-11,268.5714286
North West,,2020-11-12,277
North West,,2020-11-13,281
North West,,2020-11-14,276.5714286
North West,,2020-11-15,267.1428571
North West,,2020-11-16,270.7142857
North West,,2020-11-17,268
North West,,2020-11-18,258.7142857
North West,,2020-11-19,247.2857143
North West,,2020-11-20,239.4285714
North West,,2020-11-21,233.8571429
North West,,2020-11-22,231.5714286
North West,,2020-11-23,216.4285714
North West,,2020-11-24,203
North West,,2020-11-25,198.2857143
North West,,2020-11-26,192.8571429
North West,,2020-11-27,194
North West,,2020-11-28,189.1428571
North West,,2020-11-29,185.8571429
North West,,2020-11-30,185.4285714
North West,,2020-12-01,189.5714286
North West,,2020-12-02,181
North West,,2020-12-03,178.7142857
North West,,2020-12-04,176.7142857
North West,,2020-12-05,177.8571429
North West,,2020-12-06,176.2857143
North West,,2020-12-07,181.1428571
North West,,2020-12-08,181.8571429
North West,,2020-12-09,189.4285714
North West,,2020-12-10,193.4285714
North West,,2020-12-11,188.4285714
North West,,2020-12-12,192.4285714
North West,,2020-12-13,194.8571429
North West,,2020-12-14,189.7142857
North West,,2020-12-15,184
North West,,2020-12-16,185.8571429
North West,,2020-12-17,188.7142857
North West,,2020-12-18,199.7142857
North West,,2020-12-19,199.7142857
North West,,2020-12-20,202.8571429
North West,,2020-12-21,208.4285714
North West,,2020-12-22,216
North West,,2020-12-23,215.2857143
North West,,2020-12-24,206.1428571
North West,,2020-12-25,202
North West,,2020-12-26,202.5714286
North West,,2020-12-27,204.4285714
North West,,2020-12-28,211.1428571
North West,,2020-12-29,214.8571429
North West,,2020-12-30,223.5714286
North West,,2020-12-31,231.1428571
North West,,2021-01-01,234.4285714
North West,,2021-01-02,242.4285714
Northern Ireland,,2020-03-02,0
Northern Ireland,,2020-03-03,0
Northern Ireland,,2020-03-04,0
Northern Ireland,,2020-03-05,0
Northern Ireland,,2020-03-06,0
Northern Ireland,,2020-03-07,0
Northern Ireland,,2020-03-08,0.714285714
Northern Ireland,,2020-03-09,0.714285714
Northern Ireland,,2020-03-10,1.142857143
Northern Ireland,,2020-03-11,1.714285714
Northern Ireland,,2020-03-12,2
Northern Ireland,,2020-03-13,1.857142857
Northern Ireland,,2020-03-14,2.142857143
Northern Ireland,,2020-03-15,2.285714286
Northern Ireland,,2020-03-16,2.714285714
Northern Ireland,,2020-03-17,3
Northern Ireland,,2020-03-18,3.571428571
Northern Ireland,,2020-03-19,3.857142857
Northern Ireland,,2020-03-20,5.285714286
Northern Ireland,,2020-03-21,7.142857143
Northern Ireland,,2020-03-22,8.428571429
Northern Ireland,,2020-03-23,10.28571429
Northern Ireland,,2020-03-24,11.71428571
Northern Ireland,,2020-03-25,14.71428571
Northern Ireland,,2020-03-26,18
Northern Ireland,,2020-03-27,20.57142857
Northern Ireland,,2020-03-28,23.71428571
Northern Ireland,,2020-03-29,27.14285714
Northern Ireland,,2020-03-30,29.71428571
Northern Ireland,,2020-03-31,33.85714286
Northern Ireland,,2020-04-01,36.14285714
Northern Ireland,,2020-04-02,38.42857143
Northern Ireland,,2020-04-03,40.42857143
Northern Ireland,,2020-04-04,41
Northern Ireland,,2020-04-05,40.14285714
Northern Ireland,,2020-04-06,41.14285714
Northern Ireland,,2020-04-07,40.42857143
Northern Ireland,,2020-04-08,38.57142857
Northern Ireland,,2020-04-09,37
Northern Ireland,,2020-04-10,33.57142857
Northern Ireland,,2020-04-11,30.85714286
Northern Ireland,,2020-04-12,30
Northern Ireland,,2020-04-13,26.28571429
Northern Ireland,,2020-04-14,23.85714286
Northern Ireland,,2020-04-15,22.57142857
Northern Ireland,,2020-04-16,22.57142857
Northern Ireland,,2020-04-17,24.28571429
Northern Ireland,,2020-04-18,23.28571429
Northern Ireland,,2020-04-19,23.28571429
Northern Ireland,,2020-04-20,25.71428571
Northern Ireland,,2020-04-21,27
Northern Ireland,,2020-04-22,27.57142857
Northern Ireland,,2020-04-23,26.14285714
Northern Ireland,,2020-04-24,24.71428571
Northern Ireland,,2020-04-25,25.28571429
Northern Ireland,,2020-04-26,23.71428571
Northern Ireland,,2020-04-27,22.14285714
Northern Ireland,,2020-04-28,19.28571429
Northern Ireland,,2020-04-29,17.85714286
Northern Ireland,,2020-04-30,18.42857143
Northern Ireland,,2020-05-01,18
Northern Ireland,,2020-05-02,17
Northern Ireland,,2020-05-03,16.85714286
Northern Ireland,,2020-05-04,15.42857143
Northern Ireland,,2020-05-05,15.42857143
Northern Ireland,,2020-05-06,15.42857143
Northern Ireland,,2020-05-07,13.28571429
Northern Ireland,,2020-05-08,11.57142857
Northern Ireland,,2020-05-09,12.57142857
Northern Ireland,,2020-05-10,13.71428571
Northern Ireland,,2020-05-11,15.14285714
Northern Ireland,,2020-05-12,15
Northern Ireland,,2020-05-13,14.85714286
Northern Ireland,,2020-05-14,15
Northern Ireland,,2020-05-15,15.57142857
Northern Ireland,,2020-05-16,13.85714286
Northern Ireland,,2020-05-17,13
Northern Ireland,,2020-05-18,11.42857143
Northern Ireland,,2020-05-19,11.42857143
Northern Ireland,,2020-05-20,9.857142857
Northern Ireland,,2020-05-21,9.142857143
Northern Ireland,,2020-05-22,8.285714286
Northern Ireland,,2020-05-23,7.857142857
Northern Ireland,,2020-05-24,6.714285714
Northern Ireland,,2020-05-25,6.428571429
Northern Ireland,,2020-05-26,6.285714286
Northern Ireland,,2020-05-27,6.285714286
Northern Ireland,,2020-05-28,6
Northern Ireland,,2020-05-29,6.285714286
Northern Ireland,,2020-05-30,6.428571429
Northern Ireland,,2020-05-31,6.428571429
Northern Ireland,,2020-06-01,5.428571429
Northern Ireland,,2020-06-02,4.714285714
Northern Ireland,,2020-06-03,4.428571429
Northern Ireland,,2020-06-04,4
Northern Ireland,,2020-06-05,3.428571429
Northern Ireland,,2020-06-06,3.142857143
Northern Ireland,,2020-06-07,2.714285714
Northern Ireland,,2020-06-08,2.714285714
Northern Ireland,,2020-06-09,3
Northern Ireland,,2020-06-10,3.285714286
Northern Ireland,,2020-06-11,3.571428571
Northern Ireland,,2020-06-12,3.428571429
Northern Ireland,,2020-06-13,3.285714286
Northern Ireland,,2020-06-14,3.142857143
Northern Ireland,,2020-06-15,2.857142857
Northern Ireland,,2020-06-16,2.142857143
Northern Ireland,,2020-06-17,1.571428571
Northern Ireland,,2020-06-18,0.857142857
Northern Ireland,,2020-06-19,0.714285714
Northern Ireland,,2020-06-20,0.857142857
Northern Ireland,,2020-06-21,1.428571429
Northern Ireland,,2020-06-22,1.714285714
Northern Ireland,,2020-06-23,2
Northern Ireland,,2020-06-24,2
Northern Ireland,,2020-06-25,2.285714286
Northern Ireland,,2020-06-26,2.428571429
Northern Ireland,,2020-06-27,2
Northern Ireland,,2020-06-28,1.857142857
Northern Ireland,,2020-06-29,1.571428571
Northern Ireland,,2020-06-30,1.428571429
Northern Ireland,,2020-07-01,1.285714286
Northern Ireland,,2020-07-02,1.285714286
Northern Ireland,,2020-07-03,1.142857143
Northern Ireland,,2020-07-04,1.571428571
Northern Ireland,,2020-07-05,1.142857143
Northern Ireland,,2020-07-06,1.285714286
Northern Ireland,,2020-07-07,1.142857143
Northern Ireland,,2020-07-08,1.571428571
Northern Ireland,,2020-07-09,1.428571429
Northern Ireland,,2020-07-10,1.285714286
Northern Ireland,,2020-07-11,0.857142857
Northern Ireland,,2020-07-12,0.857142857
Northern Ireland,,2020-07-13,0.857142857
Northern Ireland,,2020-07-14,0.714285714
Northern Ireland,,2020-07-15,0.428571429
Northern Ireland,,2020-07-16,0.571428571
Northern Ireland,,2020-07-17,0.571428571
Northern Ireland,,2020-07-18,0.857142857
Northern Ireland,,2020-07-19,1
Northern Ireland,,2020-07-20,1
Northern Ireland,,2020-07-21,1
Northern Ireland,,2020-07-22,1.142857143
Northern Ireland,,2020-07-23,0.857142857
Northern Ireland,,2020-07-24,1.285714286
Northern Ireland,,2020-07-25,1.142857143
Northern Ireland,,2020-07-26,1
Northern Ireland,,2020-07-27,1.142857143
Northern Ireland,,2020-07-28,1.285714286
Northern Ireland,,2020-07-29,1.285714286
Northern Ireland,,2020-07-30,1.428571429
Northern Ireland,,2020-07-31,1.142857143
Northern Ireland,,2020-08-01,1.428571429
Northern Ireland,,2020-08-02,1.571428571
Northern Ireland,,2020-08-03,1.714285714
Northern Ireland,,2020-08-04,1.714285714
Northern Ireland,,2020-08-05,1.571428571
Northern Ireland,,2020-08-06,1.857142857
Northern Ireland,,2020-08-07,1.714285714
Northern Ireland,,2020-08-08,2
Northern Ireland,,2020-08-09,2.142857143
Northern Ireland,,2020-08-10,1.714285714
Northern Ireland,,2020-08-11,1.857142857
Northern Ireland,,2020-08-12,2.142857143
Northern Ireland,,2020-08-13,2.142857143
Northern Ireland,,2020-08-14,2.428571429
Northern Ireland,,2020-08-15,2
Northern Ireland,,2020-08-16,2
Northern Ireland,,2020-08-17,2.857142857
Northern Ireland,,2020-08-18,3.428571429
Northern Ireland,,2020-08-19,3.857142857
Northern Ireland,,2020-08-20,4.285714286
Northern Ireland,,2020-08-21,4.285714286
Northern Ireland,,2020-08-22,4.428571429
Northern Ireland,,2020-08-23,4.571428571
Northern Ireland,,2020-08-24,4.571428571
Northern Ireland,,2020-08-25,4
Northern Ireland,,2020-08-26,3.142857143
Northern Ireland,,2020-08-27,2.857142857
Northern Ireland,,2020-08-28,3.285714286
Northern Ireland,,2020-08-29,3.142857143
Northern Ireland,,2020-08-30,3.142857143
Northern Ireland,,2020-08-31,3
Northern Ireland,,2020-09-01,3.285714286
Northern Ireland,,2020-09-02,3.285714286
Northern Ireland,,2020-09-03,3.142857143
Northern Ireland,,2020-09-04,2.714285714
Northern Ireland,,2020-09-05,2.571428571
Northern Ireland,,2020-09-06,2.714285714
Northern Ireland,,2020-09-07,2.142857143
Northern Ireland,,2020-09-08,2.857142857
Northern Ireland,,2020-09-09,3.142857143
Northern Ireland,,2020-09-10,3.714285714
Northern Ireland,,2020-09-11,4.428571429
Northern Ireland,,2020-09-12,4.857142857
Northern Ireland,,2020-09-13,5
Northern Ireland,,2020-09-14,6
Northern Ireland,,2020-09-15,5.285714286
Northern Ireland,,2020-09-16,5.428571429
Northern Ireland,,2020-09-17,5
Northern Ireland,,2020-09-18,4.285714286
Northern Ireland,,2020-09-19,4.142857143
Northern Ireland,,2020-09-20,4.285714286
Northern Ireland,,2020-09-21,4.714285714
Northern Ireland,,2020-09-22,5.285714286
Northern Ireland,,2020-09-23,6.714285714
Northern Ireland,,2020-09-24,7.285714286
Northern Ireland,,2020-09-25,7.857142857
Northern Ireland,,2020-09-26,9
Northern Ireland,,2020-09-27,9.857142857
Northern Ireland,,2020-09-28,11.28571429
Northern Ireland,,2020-09-29,11.42857143
Northern Ireland,,2020-09-30,11.85714286
Northern Ireland,,2020-10-01,12.85714286
Northern Ireland,,2020-10-02,13.28571429
Northern Ireland,,2020-10-03,15
Northern Ireland,,2020-10-04,15.71428571
Northern Ireland,,2020-10-05,16.14285714
Northern Ireland,,2020-10-06,18.71428571
Northern Ireland,,2020-10-07,20.71428571
Northern Ireland,,2020-10-08,22.57142857
Northern Ireland,,2020-10-09,24.57142857
Northern Ireland,,2020-10-10,25.71428571
Northern Ireland,,2020-10-11,28.57142857
Northern Ireland,,2020-10-12,29.57142857
Northern Ireland,,2020-10-13,31.85714286
Northern Ireland,,2020-10-14,32.85714286
Northern Ireland,,2020-10-15,35.42857143
Northern Ireland,,2020-10-16,39
Northern Ireland,,2020-10-17,41.14285714
Northern Ireland,,2020-10-18,42.28571429
Northern Ireland,,2020-10-19,44.14285714
