Date,Time gap,Count,Average speed
2020-02-01,3,1,16
2020-02-01,6,1,15
2020-02-01,9,1,35
2020-02-01,31,1,13
2020-02-01,32,3,17
2020-02-01,33,4,15
2020-02-01,34,2,22
2020-02-01,35,1,18
2020-02-01,36,2,13
2020-02-01,37,6,16
2020-02-01,38,2,17
2020-02-01,39,4,14
2020-02-01,40,1,21
2020-02-01,41,4,18
2020-02-01,42,1,13
2020-02-01,44,4,19
2020-02-01,45,3,24
2020-02-01,46,5,16
2020-02-01,47,5,24
2020-02-01,48,9,21
2020-02-01,49,4,18
2020-02-01,51,5,23
2020-02-01,52,1,30
2020-02-01,53,3,22
2020-02-01,54,2,17
2020-02-01,55,5,21
2020-02-01,56,2,16
2020-02-01,57,7,22
2020-02-01,58,5,12
2020-02-01,59,4,23
2020-02-01,60,6,22
2020-02-01,61,3,20
2020-02-01,62,4,21
2020-02-01,63,3,22
2020-02-01,64,3,13
2020-02-01,65,5,15
2020-02-01,66,1,17
2020-02-01,67,3,23
2020-02-01,68,3,17
2020-02-01,69,3,19
2020-02-01,70,5,21
2020-02-01,71,4,17
2020-02-01,72,2,11
2020-02-01,75,2,25
2020-02-01,76,6,20
2020-02-01,78,1,9
2020-02-01,79,3,23
2020-02-01,80,2,19
2020-02-01,81,5,26
2020-02-01,82,3,27
2020-02-01,84,1,25
2020-02-01,85,1,26
2020-02-01,86,2,26
2020-02-01,88,1,16
2020-02-01,89,2,14
2020-02-01,92,1,29
2020-02-01,95,1,13
2020-02-02,1,2,16
2020-02-02,2,1,12
2020-02-02,3,1,19
2020-02-02,4,1,33
2020-02-02,17,1,16
2020-02-02,21,1,21
2020-02-02,23,1,13
2020-02-02,31,1,14
2020-02-02,32,3,18
2020-02-02,33,2,16
2020-02-02,34,2,14
2020-02-02,35,2,13
2020-02-02,37,1,11
2020-02-02,38,2,11
2020-02-02,39,2,18
2020-02-02,40,1,16
2020-02-02,41,3,26
2020-02-02,42,1,9
2020-02-02,43,1,11
2020-02-02,44,1,12
2020-02-02,45,2,20
2020-02-02,46,3,17
2020-02-02,47,2,21
2020-02-02,48,6,20
2020-02-02,49,2,23
2020-02-02,50,4,16
2020-02-02,51,2,17
2020-02-02,52,3,24
2020-02-02,53,5,13
2020-02-02,54,4,14
2020-02-02,55,3,21
2020-02-02,56,3,17
2020-02-02,57,3,15
2020-02-02,58,1,11
2020-02-02,59,3,15
2020-02-02,60,1,12
2020-02-02,61,10,20
2020-02-02,62,5,13
2020-02-02,64,4,18
2020-02-02,65,9,16
2020-02-02,66,9,18
2020-02-02,67,7,19
2020-02-02,68,5,17
2020-02-02,69,3,24
2020-02-02,70,3,13
2020-02-02,71,2,15
2020-02-02,72,1,11
2020-02-02,74,1,8
2020-02-02,75,3,29
2020-02-02,76,4,24
2020-02-02,77,2,27
2020-02-02,79,2,29
2020-02-02,80,2,33
2020-02-02,81,3,27
2020-02-02,82,1,25
2020-02-02,83,2,16
2020-02-02,86,1,18
2020-02-03,8,1,12
2020-02-03,18,1,26
2020-02-03,20,1,27
2020-02-03,22,1,25
