Date,Time gap,Count,Average speed
2020-02-01,1,2,14
2020-02-01,2,1,12
2020-02-01,3,1,23
2020-02-01,4,1,15
2020-02-01,6,1,8
2020-02-01,7,1,10
2020-02-01,8,1,17
2020-02-01,10,1,8
2020-02-01,13,3,14
2020-02-01,14,1,20
2020-02-01,16,1,8
2020-02-01,18,1,14
2020-02-01,21,1,22
2020-02-01,29,2,12
2020-02-01,31,1,18
2020-02-01,32,3,13
2020-02-01,33,1,21
2020-02-01,34,6,15
2020-02-01,35,1,18
2020-02-01,36,3,15
2020-02-01,37,8,12
2020-02-01,39,1,13
2020-02-01,40,11,15
2020-02-01,41,5,15
2020-02-01,42,5,16
2020-02-01,43,6,11
2020-02-01,44,3,13
2020-02-01,45,11,12
2020-02-01,46,3,12
2020-02-01,47,10,13
2020-02-01,48,6,14
2020-02-01,49,6,12
2020-02-01,50,8,15
2020-02-01,51,3,17
2020-02-01,52,5,13
2020-02-01,53,3,14
2020-02-01,54,9,16
2020-02-01,55,9,16
2020-02-01,56,6,13
2020-02-01,57,9,12
2020-02-01,58,7,14
2020-02-01,59,6,13
2020-02-01,60,14,15
2020-02-01,61,3,14
2020-02-01,62,12,14
2020-02-01,63,7,15
2020-02-01,64,11,13
2020-02-01,65,2,13
2020-02-01,66,15,14
2020-02-01,67,9,14
2020-02-01,68,6,16
2020-02-01,69,6,17
2020-02-01,70,9,17
2020-02-01,71,2,16
2020-02-01,72,6,14
2020-02-01,73,3,16
2020-02-01,74,3,15
2020-02-01,75,3,14
2020-02-01,76,2,17
2020-02-01,77,8,15
2020-02-01,78,1,25
2020-02-01,79,2,17
2020-02-01,80,2,11
2020-02-01,81,3,14
2020-02-01,82,2,20
2020-02-01,83,5,16
2020-02-01,84,2,7
2020-02-01,86,2,15
2020-02-01,87,2,16
2020-02-01,90,1,20
2020-02-01,91,5,15
2020-02-01,92,1,14
2020-02-01,94,6,13
2020-02-01,95,2,15
2020-02-01,96,2,12
2020-02-02,1,1,15
2020-02-02,3,1,20
2020-02-02,5,1,14
2020-02-02,8,1,14
2020-02-02,11,1,21
2020-02-02,15,1,20
2020-02-02,23,1,11
2020-02-02,24,1,21
2020-02-02,25,1,18
2020-02-02,26,1,15
2020-02-02,30,2,19
2020-02-02,31,1,14
2020-02-02,33,1,15
2020-02-02,36,1,19
2020-02-02,37,6,13
2020-02-02,38,4,12
2020-02-02,39,1,14
2020-02-02,40,3,16
2020-02-02,41,1,18
2020-02-02,42,4,14
2020-02-02,43,3,15
2020-02-02,44,5,15
2020-02-02,45,5,15
2020-02-02,46,3,15
2020-02-02,47,5,16
2020-02-02,48,6,13
2020-02-02,49,4,17
2020-02-02,50,8,14
2020-02-02,51,5,14
2020-02-02,52,4,12
2020-02-02,53,6,15
2020-02-02,54,4,14
2020-02-02,55,6,16
2020-02-02,56,5,15
2020-02-02,57,11,15
2020-02-02,58,7,18
2020-02-02,59,3,13
2020-02-02,61,5,16
2020-02-02,62,6,14
2020-02-02,63,1,19
2020-02-02,64,4,15
2020-02-02,65,9,16
2020-02-02,66,8,12
2020-02-02,67,5,13
2020-02-02,68,6,15
2020-02-02,69,2,15
2020-02-02,70,4,17
2020-02-02,71,3,16
2020-02-02,72,6,14
2020-02-02,73,6,17
2020-02-02,74,6,14
2020-02-02,75,6,14
2020-02-02,76,9,14
2020-02-02,77,5,15
2020-02-02,78,1,12
2020-02-02,79,1,14
2020-02-02,80,2,14
2020-02-02,81,3,14
2020-02-02,82,3,16
2020-02-02,83,3,13
2020-02-02,84,2,19
2020-02-02,85,6,11
2020-02-02,86,1,14
2020-02-02,87,4,14
2020-02-02,88,2,24
2020-02-02,89,1,18
2020-02-02,93,1,19
2020-02-03,15,1,18
2020-02-03,16,2,10
2020-02-03,22,5,19
2020-02-03,23,9,18
2020-02-03,24,11,16
2020-02-03,25,14,19
2020-02-03,26,27,17
2020-02-03,27,41,18
2020-02-03,28,67,16
2020-02-03,29,89,15
2020-02-03,30,87,15
2020-02-03,31,118,14
2020-02-03,32,95,15
2020-02-03,33,63,16
2020-02-03,34,37,16
2020-02-03,35,18,16
2020-02-03,36,15,15
2020-02-03,37,11,16
2020-02-03,38,5,20
2020-02-03,39,5,13
2020-02-03,40,3,12
2020-02-03,41,8,15
2020-02-03,42,5,13
2020-02-03,43,6,16
2020-02-03,44,5,15
2020-02-03,45,10,15
2020-02-03,46,9,17
2020-02-03,47,11,15
2020-02-03,48,11,13
2020-02-03,49,10,14
2020-02-03,50,12,12
2020-02-03,51,9,13
2020-02-03,52,6,13
2020-02-03,53,6,16
2020-02-03,54,6,12
2020-02-03,55,5,14
2020-02-03,56,2,19
2020-02-03,57,7,15
2020-02-03,58,5,14
2020-02-03,59,5,15
2020-02-03,60,7,15
2020-02-03,61,9,15
2020-02-03,62,6,17
2020-02-03,63,12,14
2020-02-03,64,12,13
2020-02-03,65,15,14
2020-02-03,66,7,15
2020-02-03,67,15,14
2020-02-03,68,8,14
2020-02-03,69,13,14
2020-02-03,70,12,15
2020-02-03,71,8,12
2020-02-03,72,13,13
2020-02-03,73,10,15
2020-02-03,74,6,16
2020-02-03,75,4,17
2020-02-03,76,13,16
2020-02-03,77,4,17
2020-02-03,78,4,12
2020-02-03,79,3,14
2020-02-03,80,1,11
2020-02-03,81,1,14
2020-02-03,82,1,16
2020-02-03,83,1,18
2020-02-03,86,2,15
2020-02-03,87,1,17
2020-02-03,88,1,15
2020-02-03,91,1,17
2020-02-03,92,1,13
2020-02-03,93,1,19
2020-02-03,94,1,15
2020-02-03,95,1,8
2020-02-04,13,1,11
2020-02-04,14,1,15
2020-02-04,15,2,17
2020-02-04,17,1,12
2020-02-04,18,1,14
2020-02-04,21,1,16
2020-02-04,22,3,18
2020-02-04,23,7,16
2020-02-04,24,3,16
2020-02-04,25,18,18
2020-02-04,26,11,18
2020-02-04,27,36,16
2020-02-04,28,50,15
2020-02-04,29,73,14
2020-02-04,30,75,14
2020-02-04,31,106,13
2020-02-04,32,77,14
2020-02-04,33,21,14
2020-02-04,34,12,13
2020-02-04,35,14,15
2020-02-04,36,8,13
2020-02-04,37,3,16
2020-02-04,38,6,16
2020-02-04,39,10,14
2020-02-04,40,6,13
2020-02-04,41,3,17
2020-02-04,42,2,15
2020-02-04,43,4,13
2020-02-04,44,5,16
2020-02-04,45,9,13
2020-02-04,46,9,15
2020-02-04,47,9,13
2020-02-04,48,5,10
2020-02-04,49,5,13
2020-02-04,50,3,15
2020-02-04,51,6,14
2020-02-04,52,9,12
2020-02-04,53,10,16
2020-02-04,54,4,18
2020-02-04,56,6,15
2020-02-04,57,12,14
2020-02-04,58,5,12
2020-02-04,59,7,14
2020-02-04,60,9,14
2020-02-04,61,9,17
2020-02-04,62,7,14
2020-02-04,63,5,15
2020-02-04,64,17,14
2020-02-04,65,10,13
2020-02-04,66,6,15
2020-02-04,67,9,15
2020-02-04,68,10,12
2020-02-04,69,15,14
2020-02-04,70,11,14
2020-02-04,71,12,15
2020-02-04,72,5,15
2020-02-04,73,5,17
2020-02-04,74,7,14
2020-02-04,75,11,15
