Date,Time gap,Count,Average speed
2020-02-01,1,2,22
2020-02-01,3,2,23
2020-02-01,4,1,9
2020-02-01,5,3,24
2020-02-01,6,2,26
2020-02-01,7,3,18
2020-02-01,8,1,19
2020-02-01,10,2,25
2020-02-01,15,1,18
2020-02-01,16,2,22
2020-02-01,17,1,20
2020-02-01,18,1,16
2020-02-01,19,3,17
2020-02-01,20,2,14
2020-02-01,21,3,26
2020-02-01,22,1,15
2020-02-01,23,2,10
2020-02-01,24,1,18
2020-02-01,25,2,22
2020-02-01,26,4,22
2020-02-01,27,3,18
2020-02-01,28,2,20
2020-02-01,30,5,23
2020-02-01,31,3,14
2020-02-01,32,1,24
2020-02-01,33,3,18
2020-02-01,34,2,25
2020-02-01,35,3,20
2020-02-01,36,2,22
2020-02-01,37,5,19
2020-02-01,38,6,24
2020-02-01,39,6,17
2020-02-01,40,6,19
2020-02-01,41,4,16
2020-02-01,42,8,19
2020-02-01,43,3,20
2020-02-01,44,3,21
2020-02-01,45,9,17
2020-02-01,46,11,17
2020-02-01,47,6,23
2020-02-01,48,8,17
2020-02-01,49,8,21
2020-02-01,50,9,22
2020-02-01,51,7,22
2020-02-01,52,12,22
2020-02-01,53,18,20
2020-02-01,54,8,20
2020-02-01,55,12,24
2020-02-01,56,11,21
2020-02-01,57,7,23
2020-02-01,58,3,23
2020-02-01,59,3,17
2020-02-01,60,7,18
2020-02-01,61,12,20
2020-02-01,62,14,20
2020-02-01,63,6,20
2020-02-01,64,2,23
2020-02-01,65,9,17
2020-02-01,66,5,22
2020-02-01,67,8,19
2020-02-01,68,15,18
2020-02-01,69,14,19
2020-02-01,70,7,15
2020-02-01,71,7,21
2020-02-01,72,5,17
2020-02-01,73,9,23
2020-02-01,74,3,19
2020-02-01,75,4,18
2020-02-01,77,3,16
2020-02-01,78,6,18
2020-02-01,79,3,19
2020-02-01,80,1,27
2020-02-01,81,1,15
2020-02-01,82,2,22
2020-02-01,83,4,26
2020-02-01,84,3,18
2020-02-01,86,1,17
2020-02-01,88,2,15
2020-02-01,89,2,17
2020-02-01,90,2,23
2020-02-01,91,1,20
2020-02-01,92,1,10
2020-02-01,93,2,15
2020-02-01,94,1,23
2020-02-01,95,2,13
2020-02-01,96,1,19
2020-02-02,1,3,19
2020-02-02,2,1,18
2020-02-02,5,1,21
2020-02-02,6,2,23
2020-02-02,7,2,13
2020-02-02,12,1,14
2020-02-02,14,1,11
2020-02-02,15,1,13
2020-02-02,16,1,17
2020-02-02,19,1,17
2020-02-02,20,1,16
2020-02-02,21,2,27
2020-02-02,22,1,16
2020-02-02,23,1,19
2020-02-02,24,2,21
2020-02-02,25,1,27
2020-02-02,27,1,17
2020-02-02,28,6,18
2020-02-02,29,2,21
2020-02-02,30,2,24
2020-02-02,31,3,16
2020-02-02,33,3,24
2020-02-02,34,3,19
2020-02-02,35,3,23
2020-02-02,36,9,17
2020-02-02,37,6,20
